,id,title,year,vote_count,vote_average,popularity,genres,poster_path,director,actor,poster,link,crawling_title
10,9087,The American President,1995,199.0,6.5,6.318445,"['Comedy', 'Drama', 'Romance']",/lymPNGLZgPHuqM29rKMGV46ANij.jpg,데이비드 J. 버크,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99730_P01_182408.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99730,더 프라시큐션 오브 언 아메리칸 프레지던트
11,12110,Dracula: Dead and Loving It,1995,210.0,5.7,5.430331,"['Comedy', 'Horror']",/xve4cgfYItnOhtzLYoTwTVy5FGr.jpg,멜 브룩스,"['레슬리 닐슨', '피터 맥니콜', '스티븐 웨버', '에이미 야스벡', '리셋 안소니', '하비 콜먼', '멜 브룩스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8649-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18649,못말리는 드라큐라
12,21032,Balto,1995,423.0,7.1,12.140733,"['Family', 'Animation', 'Adventure']",/gV5PCAVCPNxlOLFM1bKk50EqLXO.jpg,브라이언 프리슬리,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1967/196737_P01_170011.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196737,더 그레이트 알래스칸 레이스
13,10858,Nixon,1995,72.0,7.1,5.092,"['History', 'Drama']",/cICkmCEiXRhvZmbuAlsA5D9B2rK.jpg,리자 존슨,"['마이클 섀넌', '케빈 스페이시']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0897/89756_P03_094308.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89756,엘비스와 대통령
14,1408,Cutthroat Island,1995,137.0,5.7,7.284477000000001,"['Action', 'Adventure']",/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg,레니 할린,"['지나 데이비스', '매튜 모딘', '프랭크 란젤라']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/17537_P14_113629.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17537,컷스로트 아일랜드
15,524,Casino,1995,1343.0,7.8,10.137389,"['Drama', 'Crime']",/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,스티븐 울로센,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1627/162740_P01_171353.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162740,카지노
16,4584,Sense and Sensibility,1995,364.0,7.2,10.673167,"['Drama', 'Romance']",/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg,이안,"['엠마 톰슨', '케이트 윈슬렛', '에밀리 프랑수아', '앨런 릭먼', '휴 그랜트', '그렉 와이즈', '젬마 존스', '엘리자베스 스프릭스', '해리엇 월터', '제임스 플릿']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7458-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17458,센스 앤 센서빌리티
17,5,Four Rooms,1995,539.0,6.5,9.026586,"['Crime', 'Comedy']",/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,앨리슨 앤더스,['팀 로스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7464-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17464,포 룸
18,9273,Ace Ventura: When Nature Calls,1995,1128.0,6.1,8.205447999999999,"['Crime', 'Comedy', 'Adventure']",/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,스티브 오데커크,['짐 캐리'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/A7274-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17274,에이스 벤츄라 2
19,11517,Money Train,1995,224.0,5.4,7.337905999999999,"['Action', 'Comedy', 'Crime']",/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,조셉 루벤,"['웨슬리 스나입스', '우디 해럴슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/A7178-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17178,머니 트레인
20,8012,Get Shorty,1995,305.0,6.4,12.669608,"['Comedy', 'Thriller', 'Crime']",/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,배리 소넨펠드,"['존 트라볼타', '진 핵크만', '르네 루소', '대니 드비토']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7770-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17770,겟 쇼티
21,1710,Copycat,1995,199.0,6.5,10.701801,"['Drama', 'Thriller']",/80czeJGSoik22fhtUM9WzyjUU4r.jpg,파비안 문스터옐름,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1617/161772_P01_141534.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161772,카피캣
22,9691,Assassins,1995,394.0,6.0,11.065939,"['Action', 'Adventure', 'Crime', 'Thriller']",/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,라이언 화이트,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1919/191929_P11_154959.JPG,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191929,암살자들
23,12665,Powder,1995,143.0,6.3,12.133094,"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,한스 페터 몰란트,"['리암 니슨', '톰 베이트먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181409_P30_100656.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181409,콜드 체이싱
24,451,Leaving Las Vegas,1995,365.0,7.1,10.332025,"['Drama', 'Romance']",/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,마이크 피기스,"['니콜라스 케이지', '엘리자베스 슈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7450-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17450,라스베가스를 떠나며
25,16420,Othello,1995,33.0,7.0,1.8458990000000002,['Drama'],/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg,헤만타 쿠마 다스,[],,https://movie.naver.com/movie/bi/mi/basic.nhn?code=135116,오셀로
26,9263,Now and Then,1995,91.0,6.6,8.681325,"['Comedy', 'Drama', 'Family']",/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,박선주,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1874/187459_P01_155848.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187459,이미 미래는 여기에
27,17015,Persuasion,1995,36.0,7.4,2.228434,"['Drama', 'Romance']",/si8911IezMvAnQFDvyg1nKzDlD.jpg,카림 아메르,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1919/191948_P01_165629.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191948,퍼스웨이전 머신스
28,902,The City of Lost Children,1995,308.0,7.6,9.822422999999999,"['Fantasy', 'Science Fiction', 'Adventure']",/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,마르크 카로,"['론 펄먼', '다니엘 에밀포크', '주디트 비테', '도미니크 피뇽', '장 클로드 드레이퍼스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0176/A7695-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17695,잃어버린 아이들의 도시
30,9909,Dangerous Minds,1995,249.0,6.4,9.481338000000001,"['Drama', 'Crime']",/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,존 N. 스미스,['미셸 파이퍼'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/A7504-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17504,위험한 아이들
31,63,Twelve Monkeys,1995,2470.0,7.4,12.297305,"['Science Fiction', 'Thriller', 'Mystery']",/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,테리 길리엄,"['브루스 윌리스', '매들린 스토우', '브래드 피트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7758-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17758,12 몽키즈
33,9598,Babe,1995,756.0,6.0,14.404764000000002,"['Fantasy', 'Drama', 'Comedy', 'Family']",/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,콜린 더츠치-길레모트,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/2053/205390_P01_134807.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=205390,"오 베이브, 잇츠 어 와일드 월드"
35,687,Dead Man Walking,1995,350.0,7.3,6.891317,['Drama'],/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,황성종,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/0757/75730_P01_141643.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75730,데드맨 워킹
37,33689,It Takes Two,1995,149.0,6.1,7.777735000000001,"['Comedy', 'Family', 'Romance']",/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,완련,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1182/118230_P01_141844.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118230,잇 메익스 투 투 탱고
38,9603,Clueless,1995,828.0,6.9,9.882383,"['Comedy', 'Drama', 'Romance']",/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,찰리 린,['페어루자 볼크'],https://ssl.pstatic.net/imgmovie/mdi/mit110/1320/132005_P02_145859.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132005,비욘드 클루리스
40,31174,Richard III,1995,50.0,6.9,4.561387,"['Drama', 'War']",/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,스콧 앤더슨,"['데이빗 캐러딘', '마리아 콘치타 알론소', '샐리 커클랜드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0663/66371_P01_112501.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66371,리차드 3세
41,11443,Dead Presidents,1995,80.0,6.6,9.87957,"['Action', 'Crime', 'Drama', 'History']",/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,알버트 휴즈,"['라렌즈 테이트', '키스 데이빗', '크리스 터커', '엔부쉬 라이트', '프레디 로드리게스', '로즈 잭슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0254/B5439-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25439,데드 프레지던트
42,35196,Restoration,1995,30.0,6.3,10.979269,"['Drama', 'Romance']",/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,알론소 로사,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1914/191472_P01_115551.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191472,더 레스터레이션
43,9312,Mortal Kombat,1995,452.0,5.4,10.870138,"['Action', 'Fantasy']",/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,사이먼 맥쿼이드,"['루이스 탄', '조 타슬림', '루디 린', '제시카 맥나미', '사나다 히로유키', '아사노 타다노부', '메카드 브룩스', '조쉬 로슨', '친 한']",https://ssl.pstatic.net/imgmovie/mdi/mit110/2029/202925_P17_175506.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=202925,모탈 컴뱃
44,577,To Die For,1995,177.0,6.7,10.448481,"['Fantasy', 'Drama', 'Comedy', 'Thriller']",/zCREx8trzejNieDLUsRuwLU0cS3.jpg,빅터 가르시아,"['클레어 폴라니', '제이크 아벨', '타이터스 웰리버']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181933_P01_150712.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181933,상간녀 살인사건
45,11861,How To Make An American Quilt,1995,38.0,6.5,4.485958,"['Drama', 'Romance']",/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,조셀린 무어하우스,"['마야 안젤루', '앤 밴크로프트', '엘렌 버스틴', '사만다 마티스', '케이트 넬리건', '위노나 라이더', '진 시몬즈', '로이스 스미스', '알프리 우다드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0182/A8230-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18230,아메리칸 퀼트
46,807,Se7en,1995,5915.0,8.1,18.45743,"['Crime', 'Mystery', 'Thriller']",/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,데이빗 핀처,"['브래드 피트', '모건 프리먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0170/17062_P31_103950.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17062,세븐
47,10530,Pocahontas,1995,1509.0,6.7,13.280069000000001,"['Adventure', 'Animation', 'Drama', 'Family']",/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,브래들리 레이몬드,"['아이린 베다드', '짐 커밍스', '도날 깁슨', '피놀라 휴즈', '린다 헌트', '주디 쿤', '러셀 민스', '진 스테이플턴', '데이빗 오그던 스타이어스', '빌리 제인', '제프 베넷', '밥 버진', '마크 S. 브리엔', '로저 범패스', '아믹 바이램', '매리 조 카틀렛', '제니퍼 다링']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0317/C1728-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31728,포카혼타스 2
49,629,The Usual Suspects,1995,3334.0,8.1,16.302466,"['Drama', 'Crime', 'Thriller']",/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,브라이언 싱어,"['스티븐 볼드윈', '가브리엘 번']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/17150_P27_141021.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17150,유주얼 서스펙트
51,11448,Mighty Aphrodite,1995,145.0,6.7,15.899134,"['Comedy', 'Romance']",/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,우디 앨런,"['F. 머레이 아브라함', '우디 앨런', '클레어 블룸', '헬레나 본햄 카터', '올림피아 듀카키스', '마이클 래파포트', '미라 소르비노', '데이빗 오그던 스타이어스', '잭 워든', '피터 웰러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0184/18446_P03_151835.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18446,마이티 아프로디테
53,26441,The Big Green,1995,41.0,5.2,5.9827639999999995,"['Action', 'Adventure', 'Comedy', 'Family']",/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,홀리 골드버그 슬로언,"['스티브 구텐버그', '올리비아 다보']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0258/B5890-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25890,빅 그린
56,9089,Home for the Holidays,1995,39.0,6.3,8.416802,"['Comedy', 'Drama', 'Romance']",/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,리차드 콤톤,"['숀 영', '루시아 월터스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0731/73124_P01_120030.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73124,홈 포 더 홀리데이즈
57,11010,The Postman,1994,181.0,7.6,10.168436999999999,"['Comedy', 'Drama', 'Romance']",/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,토니슬라브 흐리스토프,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1574/157443_P01_184201.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157443,더 굿 포스트맨
59,11359,The Indian in the Cupboard,1995,136.0,5.9,10.673296,"['Adventure', 'Family', 'Fantasy']",/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,프랭크 오즈,"['할 스카르디노', '라이트풋', '린제이 크루즈', '리차드 젠킨스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0252/B5285-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25285,리틀 인디언
60,17182,Eye for an Eye,1996,65.0,5.8,4.733526,"['Drama', 'Thriller']",/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,스티븐 램버트,"['알렉스 스터먼', '데이빗 채텀']",https://ssl.pstatic.net/imgmovie/mdi/mit110/2019/201939_P01_105128.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201939,패트리어트
61,2054,Mr. Holland's Opus,1995,115.0,6.9,7.137117,"['Music', 'Drama', 'Family']",/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,스티븐 헤렉,['리차드 드레이퓨즈'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7459-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17459,홀랜드 오퍼스
62,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,192.0,6.2,11.700115,['Comedy'],/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,패리스 버클레이,"['숀 웨이언스', '말론 웨이언스', '트레이시 체렐 존스']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83757,돈 비 어 메니스 투 사우스 센트럴 와일 드링킹 유어 쥬스 인 더 후드
64,9536,Bio-Dome,1996,110.0,4.4,6.387469,['Comedy'],/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,제이슨 브룸,"['윌리암 아서톤', '데니즈 도즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0250/B5001-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25001,바이오돔
65,11525,Lawnmower Man 2: Beyond Cyberspace,1996,32.0,2.8,2.49535,"['Action', 'Science Fiction']",/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,파하드 맨,"['패트릭 버긴', '맷 플레워']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7702-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17702,론머 맨 <b>2</b>
67,4482,French Twist,1995,43.0,6.0,2.518051,"['Comedy', 'Romance']",/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,,,,,
68,10634,Friday,1995,513.0,7.0,14.56965,['Comedy'],/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,오인천,"['김준', '윤주', '홍서백', '김재인']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1837/183778_P15_165802.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183778,13일의 금요일 : 음모론의 시작
69,755,From Dusk Till Dawn,1996,1644.0,6.9,15.339153,"['Horror', 'Action', 'Thriller', 'Crime']",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,박인철,"['민경진', '오정원', '동방우']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0718/71873_P07_112425.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71873,"남자니까, 여자여서"
70,11859,Fair Game,1995,54.0,4.1,5.912223,"['Action', 'Thriller', 'Romance']",/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,더그 라이만,"['나오미 왓츠', '숀 펜']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0743/74380_P05_155114.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74380,페어 게임
71,28387,Kicking and Screaming,1995,36.0,7.0,3.3672760000000004,"['Comedy', 'Drama', 'Romance']",/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,제스 딜런,['윌 페렐'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0413/D1377-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41377,차고 지르기
75,9102,Screamers,1995,154.0,6.1,12.758848,"['Horror', 'Science Fiction']",/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,딘 매튜 로널즈,"['테오도라 미란', '애비 스니', '톰 맬로이', '그리핀 매튜스', '엠마누엘라 갈리우시']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154266_P01_115126.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154266,#놀람주의
77,27526,The Crossing Guard,1995,74.0,6.1,5.756462,"['Drama', 'Thriller']",/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,숀 펜,['잭 니콜슨'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8607-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18607,크로싱 가드
78,9623,The Juror,1996,91.0,5.5,6.010579,"['Drama', 'Thriller']",/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,브라이언 깁슨,"['데미 무어', '알렉 볼드윈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0176/A7686-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17686,주어러
80,400,Things to Do in Denver When You're Dead,1995,87.0,6.7,4.486179,"['Drama', 'Crime']",/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,게리 플레더,['앤디 가르시아'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8774-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18774,덴버
85,10534,White Squall,1996,86.0,6.3,9.568603999999999,"['Action', 'Drama']",/3a5nomeyzJF4gG26HouCtce99ki.jpg,리들리 스콧,['제프 브리지스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7750-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17750,화이트 스콜
86,17414,Dunston Checks In,1996,59.0,5.1,4.814825,"['Adventure', 'Comedy', 'Family']",/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,켄 콰피스,['제이슨 알렉산더'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/A7772-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17772,내 이름은 던스턴
87,13997,Black Sheep,1996,124.0,6.0,8.963037,['Comedy'],/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,제임스 몰레,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1991/199143_P01_165858.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=199143,블랙 쉽 보이
88,2086,Nick of Time,1995,190.0,6.1,6.848591000000001,"['Crime', 'Drama', 'Thriller']",/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,데이비드 M. 로렌즈,"['리오넬 랑주', '클라우스 로치']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112278,인 더 닉 오브 타임
90,9095,Mary Reilly,1996,77.0,5.7,12.866139,"['Drama', 'Horror', 'Thriller', 'Romance']",/Oesh4pN5J2ing4flkgkiVdxILP.jpg,스티븐 프리어즈,"['줄리아 로버츠', '존 말코비치']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8723-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18723,메리 라일리
91,12158,Vampire in Brooklyn,1995,113.0,4.5,9.071127,"['Comedy', 'Horror', 'Romance']",/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,웨스 크레이븐,"['에디 머피', '안젤라 바셋']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0238/23862_P01_141417.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=23862,브룩클린의 뱀파이어
92,9283,Beautiful Girls,1996,103.0,6.6,4.670562,"['Comedy', 'Drama', 'Romance']",/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,테드 데미,"['맷 딜런', '노아 엠머리히', '안나베스 기쉬', '로렌 홀리', '티모시 허튼', '로지 오도넬', '맥 페리치', '마샤 플림튼', '나탈리 포트만', '마이클 래파포트', '미라 소르비노', '우마 서먼', '프루이트 테일러 빈스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/A8725-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18725,뷰티풀 걸
93,9208,Broken Arrow,1996,459.0,5.7,14.957626000000001,"['Action', 'Adventure', 'Drama', 'Thriller']",/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,오우삼,"['존 트라볼타', '크리스찬 슬레이터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0181/A8174-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18174,브로큰 애로우
